idx,cow_frac,rice_frac,wheat_frac,food_frac,press_frac,poultry_frac,temperature_C,HRT_days,OLR,OLR_used,converged,q_ch4_avg,pH_final,VFA_final,S_nh3_final,vfa_slope_last5d,ph_slope_last5d,first_instability_day,sim_error,stability_label
0,0.53060360163551,0.14406187045127627,0.015177931198184424,0.19746898132183247,0.025150493909314914,0.08753712148388193,33.0080288608369,26.07819146928534,2.294273152541259,2.294273152541259,True,52.62878593140702,7.308522699625056,0.11695535853417043,0.0015745991180325808,0.00015057082812048304,-0.002970507135025596,-1,,0
1,0.1532540596877738,0.277318835332321,0.3195141205888265,0.1125588331138883,0.0011374597984684807,0.1362166914787219,32.854702944368995,28.23084321248715,2.6965352272452567,2.6965352272452567,True,60.63460155654093,7.216789755075436,0.07022266250539602,0.0009834658389109064,-8.480132521224071e-05,-0.004900593916807052,-1,,0
2,0.20383030417276607,0.007807363874674818,0.15670196012103751,0.3427672354514309,0.014888047048148584,0.2740050893319421,26.58324447523997,28.194688705765607,2.2777768959990268,2.2777768959990268,True,60.849220162185745,7.28848097232427,0.37075921983052845,0.001232927615886486,0.00104020604716433,-0.002344946816866139,-1,,0
3,0.34711738464944764,0.24140803993051205,0.039556255854366715,0.04091583020676828,0.19253799691924292,0.13846449243966233,41.66515659778722,26.658397822617864,2.4819949393947076,2.4819949393947076,True,55.61971639655841,7.345488710812939,0.06626814682902266,0.002668752888014709,0.0001959514691900095,-0.0036251027009601613,-1,,0
4,0.0868719241406842,0.008408715454407304,0.4166463083682438,0.009003973423150326,0.1532078179354875,0.3258612606780268,40.43004696297328,30.45224276807901,2.3568366972148156,2.3568366972148156,True,57.533727960628326,7.346818523307906,0.07849402498847213,0.0028566970392041274,0.00036127348145083553,-0.003430374520455169,-1,,0
5,0.1815705069437335,0.2954164537347269,0.0043555359565605085,0.12586028261803447,0.14318764598763345,0.24960957475931125,36.479228034396336,25.88472724373,2.644812976320205,2.644812976320205,True,62.74353023015515,7.317836819235856,0.10725201138341539,0.0021355782952635813,0.00022343181510620466,-0.003286489513887349,-1,,0
6,0.06804287534996788,0.3348357726383392,0.346196922841093,0.07063167650875837,0.12542080169290606,0.05487195096893543,34.21056764979087,28.214414579892292,3.0107562359153683,3.0107562359153683,True,65.74809618430113,7.162193245343446,0.05248981449271234,0.0006304032100627313,1.481616845071521e-05,-0.006660925873904598,-1,,0
7,0.41666440428613183,0.1212304384520437,0.11526417589192614,0.32783526814695774,0.01797571667016219,0.0010299965527782123,31.520160365123782,30.395606907878708,2.1350240906632925,2.1350240906632925,True,55.716339833127776,7.310832040177178,0.10959584157624674,0.0013615173983574055,0.00019133560322211635,-0.0027002328264012286,-1,,0
8,0.09172839112492734,0.3559660765243284,0.5257195115469175,0.01972524820364457,0.0003527404825383262,0.006508032117643859,32.15538669064574,26.817764064210856,3.3302200126651327,3.3302200126651327,True,63.97786618101747,7.033432799954935,0.052696065716865456,0.00021699086100368628,0.0001374296323354035,-0.009885151708731516,-1,,0
9,0.0827147150206292,0.011442965537956016,0.015003385762342234,0.7741424725638105,0.003494858951985815,0.11320160216327642,26.69072784049714,33.21807319067801,2.050110417770914,2.050110417770914,True,71.71598728501367,7.32392252307344,1.0298057197207,0.001504817982037826,0.023410813257711355,-0.0021839070466422496,-1,,0
